"ZoneName","Name","RecordType","Data","TTL","Age","TimeStamp","UpdatedAtSerial","whenCreated","whenChanged","showInAdvancedViewOnly","DistinguishedName"
"RootDNSServers","@","NS","M.ROOT-SERVERS.NET.","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=@,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","A.ROOT-SERVERS.NET","AAAA","2001:0503:ba3e:0000:0000:0000:0002:0030","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=A.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","B.ROOT-SERVERS.NET","AAAA","2001:0500:0084:0000:0000:0000:0000:000b","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=B.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","C.ROOT-SERVERS.NET","AAAA","2001:0500:0002:0000:0000:0000:0000:000c","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=C.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","D.ROOT-SERVERS.NET","AAAA","2001:0500:002d:0000:0000:0000:0000:000d","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=D.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","E.ROOT-SERVERS.NET","A","192.203.230.10","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=E.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","F.ROOT-SERVERS.NET","AAAA","2001:0500:002f:0000:0000:0000:0000:000f","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=F.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","G.ROOT-SERVERS.NET","A","192.112.36.4","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=G.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","H.ROOT-SERVERS.NET","AAAA","2001:0500:0001:0000:0000:0000:0000:0053","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=H.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","I.ROOT-SERVERS.NET","AAAA","2001:07fe:0000:0000:0000:0000:0000:0053","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=I.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","J.ROOT-SERVERS.NET","AAAA","2001:0503:0c27:0000:0000:0000:0002:0030","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=J.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","K.ROOT-SERVERS.NET","AAAA","2001:07fd:0000:0000:0000:0000:0000:0001","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=K.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","L.ROOT-SERVERS.NET","AAAA","2001:0500:009f:0000:0000:0000:0000:0042","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=L.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"RootDNSServers","M.ROOT-SERVERS.NET","AAAA","2001:0dc3:0000:0000:0000:0000:0000:0035","0","0","[static]","0","16/03/2018 5:23:09 PM","16/03/2018 5:23:09 PM","True","DC=M.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,CN=System,DC=sos,DC=labs"
"sos.labs","@","SOA","[39][dc1.sos.labs.][hostmaster.sos.labs.][900][600][86400][3600]","3600","0","[static]","40","16/03/2018 5:31:17 PM","21/03/2018 6:08:40 PM","True","DC=@,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_gc._tcp","SRV","[0][100][3268][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","8","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_gc._tcp,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_gc._tcp.Default-First-Site-Name._sites","SRV","[0][100][3268][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","9","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_gc._tcp.Default-First-Site-Name._sites,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_kerberos._tcp","SRV","[0][100][88][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","6","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kerberos._tcp,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_kerberos._tcp.Default-First-Site-Name._sites","SRV","[0][100][88][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","7","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kerberos._tcp.Default-First-Site-Name._sites,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_kerberos._udp","SRV","[0][100][88][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","10","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kerberos._udp,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_kpasswd._tcp","SRV","[0][100][464][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","11","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kpasswd._tcp,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_kpasswd._udp","SRV","[0][100][464][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","12","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kpasswd._udp,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_ldap._tcp","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","4","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_ldap._tcp.Default-First-Site-Name._sites","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","5","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.Default-First-Site-Name._sites,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_msdcs","NS","dc1.sos.labs.","3600","0","[static]","3","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_msdcs,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","dc1","A","192.168.9.10","3600","0","[static]","197","16/03/2018 5:31:17 PM","16/08/2018 12:05:28 PM","True","DC=dc1,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","DomainDnsZones","A","192.168.9.10","600","3657246","21/03/2018 6:00:00 AM","41","16/03/2018 5:31:17 PM","21/03/2018 6:08:40 PM","True","DC=DomainDnsZones,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_ldap._tcp.DomainDnsZones","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","15","16/03/2018 5:31:18 PM","16/03/2018 5:31:18 PM","True","DC=_ldap._tcp.DomainDnsZones,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","16","16/03/2018 5:31:18 PM","16/03/2018 5:31:18 PM","True","DC=_ldap._tcp.Default-First-Site-Name._sites.DomainDnsZones,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","ForestDnsZones","A","192.168.9.10","600","3657246","21/03/2018 6:00:00 AM","42","16/03/2018 5:31:18 PM","21/03/2018 6:08:40 PM","True","DC=ForestDnsZones,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_ldap._tcp.ForestDnsZones","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","18","16/03/2018 5:31:18 PM","16/03/2018 5:31:18 PM","True","DC=_ldap._tcp.ForestDnsZones,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","19","16/03/2018 5:31:18 PM","16/03/2018 5:31:18 PM","True","DC=_ldap._tcp.Default-First-Site-Name._sites.ForestDnsZones,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","WIN7X86","A","192.168.9.101","1200","3658908","29/05/2018 12:00:00 PM","96","18/03/2018 5:32:35 PM","29/05/2018 10:45:52 PM","True","DC=WIN7X86,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","WIN7X64-OFFICE","A","192.168.9.103","1200","3660464","2/08/2018 8:00:00 AM","185","18/03/2018 5:56:43 PM","2/08/2018 6:06:11 PM","True","DC=WIN7X64-OFFICE,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","Win8-1x64","A","192.168.9.103","1200","3657175","18/03/2018 7:00:00 AM","28","18/03/2018 6:08:10 PM","18/03/2018 6:43:45 PM","True","DC=Win8-1x64,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","Win10x64","A","192.168.9.104","1200","3657420","28/03/2018 12:00:00 PM","54","28/03/2018 11:29:09 PM","28/03/2018 11:29:09 PM","True","DC=Win10x64,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","Win10","A","192.168.9.101","1200","3657613","5/04/2018 1:00:00 PM","61","5/04/2018 11:53:53 PM","5/04/2018 11:53:53 PM","True","DC=Win10,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","WEV","A","192.168.9.102","1200","3659937","11/07/2018 9:00:00 AM","131","11/07/2018 7:50:03 PM","11/07/2018 7:50:03 PM","True","DC=WEV,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","dc20.pim","A","192.168.9.20","3600","0","[static]","167","19/07/2018 11:53:46 AM","19/07/2018 12:01:17 PM","True","DC=dc20.pim,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"sos.labs","pim","NS","DC20.pim.sos.labs.","3600","0","[static]","165","19/07/2018 11:54:32 AM","19/07/2018 12:01:17 PM","True","DC=pim,DC=sos.labs,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","@","NS","M.ROOT-SERVERS.NET.","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=@,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","A.ROOT-SERVERS.NET","AAAA","2001:0503:ba3e:0000:0000:0000:0002:0030","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=A.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","B.ROOT-SERVERS.NET","AAAA","2001:0500:0084:0000:0000:0000:0000:000b","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=B.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","C.ROOT-SERVERS.NET","AAAA","2001:0500:0002:0000:0000:0000:0000:000c","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=C.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","D.ROOT-SERVERS.NET","AAAA","2001:0500:002d:0000:0000:0000:0000:000d","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=D.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","E.ROOT-SERVERS.NET","A","192.203.230.10","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=E.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","F.ROOT-SERVERS.NET","AAAA","2001:0500:002f:0000:0000:0000:0000:000f","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=F.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","G.ROOT-SERVERS.NET","A","192.112.36.4","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=G.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","H.ROOT-SERVERS.NET","AAAA","2001:0500:0001:0000:0000:0000:0000:0053","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=H.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","I.ROOT-SERVERS.NET","AAAA","2001:07fe:0000:0000:0000:0000:0000:0053","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=I.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","J.ROOT-SERVERS.NET","AAAA","2001:0503:0c27:0000:0000:0000:0002:0030","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=J.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","K.ROOT-SERVERS.NET","AAAA","2001:07fd:0000:0000:0000:0000:0000:0001","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=K.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","L.ROOT-SERVERS.NET","AAAA","2001:0500:009f:0000:0000:0000:0000:0042","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=L.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"RootDNSServers","M.ROOT-SERVERS.NET","AAAA","2001:0dc3:0000:0000:0000:0000:0000:0035","0","0","[static]","0","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=M.ROOT-SERVERS.NET,DC=RootDNSServers,CN=MicrosoftDNS,DC=DomainDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","@","NS","dc1.sos.labs.","3600","0","[static]","2","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=@,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_kerberos._tcp.dc","SRV","[0][100][88][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","11","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kerberos._tcp.dc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_kerberos._tcp.Default-First-Site-Name._sites.dc","SRV","[0][100][88][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","12","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_kerberos._tcp.Default-First-Site-Name._sites.dc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_ldap._tcp.a61990f9-d775-46fe-8305-e38ea18ade6b.domains","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","4","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.a61990f9-d775-46fe-8305-e38ea18ade6b.domains,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_ldap._tcp.dc","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","6","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.dc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_ldap._tcp.Default-First-Site-Name._sites.dc","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","7","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.Default-First-Site-Name._sites.dc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_ldap._tcp.Default-First-Site-Name._sites.gc","SRV","[0][100][3268][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","9","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.Default-First-Site-Name._sites.gc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_ldap._tcp.gc","SRV","[0][100][3268][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","8","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.gc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","_ldap._tcp.pdc","SRV","[0][100][389][DC1.sos.labs.]","600","3657126","16/03/2018 6:00:00 AM","3","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=_ldap._tcp.pdc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","4d55de11-5a60-4d67-9523-0607a687be7e","CNAME","DC1.sos.labs.","600","3657126","16/03/2018 6:00:00 AM","5","16/03/2018 5:31:17 PM","16/03/2018 5:31:17 PM","True","DC=4d55de11-5a60-4d67-9523-0607a687be7e,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"_msdcs.sos.labs","gc","A","192.168.9.10","600","3657246","21/03/2018 6:00:00 AM","14","16/03/2018 5:31:17 PM","21/03/2018 6:08:40 PM","True","DC=gc,DC=_msdcs.sos.labs,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
"..TrustAnchors","@","SOA","[1][dc1.sos.labs.][hostmaster.sos.labs.][900][600][86400][3600]","3600","0","[static]","1","19/07/2018 11:50:11 AM","19/07/2018 11:50:11 AM","True","DC=@,DC=..TrustAnchors,CN=MicrosoftDNS,DC=ForestDnsZones,DC=sos,DC=labs"
